ID_REF,VALUE,Description
8123_at,3.3919,syndrome-5
8128_at,3.7306,"alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2"
81472_at,3.7781,"olfactory receptor, family 2, subfamily C, member 3"
81494_at,3.8622,complement factor H-related 5
81501_at,3.6505,transmembrane 7 superfamily member 4
81543_at,3.6403,leucine rich repeat containing 3
81553_at,3.8125,"family with sequence similarity 49, member A"
81615_at,3.6086,transmembrane protein 163
81623_at,3.7044,"defensin, beta 126"
81626_at,3.5582,SHC SH2-domain binding protein 1-like
81696_at,3.5982,"olfactory receptor, family 5, subfamily V, member 1"
81697_at,3.5637,"olfactory receptor, family 2, subfamily B, member 2"
8170_at,3.8387,"carrier family 14 (urea transporter), member 2"
81704_at,3.7333,dedicator of cytokinesis 8
81793_at,3.9403,toll-like receptor 10
81796_at,3.8127,"solute carrier organic anion transporter family, member 5A1"
81832_at,3.6334,neuropilin (NRP) and tolloid (TLL)-like 1
81833_at,3.6658,sperm acrosome associated 1
81850_at,3.5524,keratin associated protein 1-3
81851_at,3.7451,keratin associated protein 1-1
81854_at,3.4068,uncharacterized LOC81854
81870_at,3.3996,keratin associated protein 9-9
81872_at,3.5987,keratin associated protein 2-1
825_at,3.9514,"calpain 3, (p94)"
827_at,3.7246,calpain 6
8277_at,3.764,1
8287_at,3.4462,"specific peptidase 9, Y-linked"
8290_at,3.9003,"cluster 3, H3"
8302_at,3.2963,"cell lectin-like receptor subfamily C, member 4"
8325_at,3.8594,family receptor 8
83259_at,3.3945,protocadherin 11 Y-linked
8328_at,3.8287,factor independent 1B transcription repressor
8340_at,3.6592,"cluster 1, H2bl"
83417_at,3.6806,Fc receptor-like 4
8342_at,3.9721,"cluster 1, H2bm"
83445_at,3.588,germ cell associated 1
83446_at,3.7538,coiled-coil domain containing 70
83447_at,3.314,"solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 31"
83473_at,3.9712,katanin p60 subunit A-like 2
8348_at,3.3183,"cluster 1, H2bo"
83482_at,3.8337,"scratch homolog 1, zinc finger protein (Drosophila)"
83483_at,3.8748,plasmalemma vesicle associated protein
8350_at,3.6848,"cluster 1, H3a"
83539_at,3.8128,carbohydrate (N-acetylgalactosamine 4-0) sulfotransferase 9
8354_at,3.9386,"cluster 1, H3i"
83551_at,3.9698,trace amine associated receptor 8
8358_at,3.977,"cluster 1, H3b"
8359_at,3.8685,"cluster 1, H4a"
83591_at,3.7516,"THAP domain containing, apoptosis associated protein 2"
8360_at,3.7269,"cluster 1, H4d"
83604_at,3.6646,transmembrane protein 47
8361_at,3.7193,"cluster 1, H4f"
83655_at,3.8997,long intergenic non-protein coding RNA 208
83656_at,3.7833,chromosome 8 open reading frame 12
8366_at,3.7907,"cluster 1, H4b"
8368_at,3.8152,"cluster 1, H4l"
8369_at,3.6335,"cluster 1, H4g"
83697_at,3.9041,"solute carrier family 4, sodium bicarbonate cotransporter, member 9"
83698_at,3.7287,calneuron 1
83700_at,3.5246,junctional adhesion molecule 3
83714_at,3.9161,nuclear receptor interacting protein 2
83723_at,3.8107,"family with sequence similarity 57, member B"
83741_at,3.4488,transcription factor AP-2 delta (activating enhancer binding protein 2 delta)
83755_at,3.8265,keratin associated protein 4-12
83844_at,3.8649,ubiquitin specific peptidase 26
83850_at,3.9355,extended synaptotagmin-like protein 3
83851_at,3.7762,synaptotagmin XVI
83857_at,3.912,transmembrane and tetratricopeptide repeat containing 1
83863_at,3.6195,"testis-specific transcript, Y-linked 5 (non-protein coding)"
83872_at,3.7394,hemicentin 1
83873_at,3.9246,G protein-coupled receptor 61
83876_at,3.5605,maestro
83881_at,3.8566,Mix paired-like homeobox
83887_at,3.6525,"tubulin tyrosine ligase-like family, member 2"
83888_at,3.7583,fibroblast growth factor binding protein 2
83889_at,3.9093,WD repeat domain 87
83894_at,3.3438,tetratricopeptide repeat domain 29
83897_at,3.4854,keratin associated protein 3-2
83900_at,3.8466,keratin associated protein 9-3
83902_at,3.9093,keratin associated protein 17-1
8392_at,3.8797,"receptor, family 3, subfamily A, member 3"
83942_at,3.3133,testis-specific serine kinase 1B
8395_at,3.6139,"5-kinase, type I, beta"
83953_at,3.5552,"Fc receptor, IgA, IgM, high affinity"
83954_at,3.7188,NA
83956_at,3.5587,Rac GTPase activating protein 1 pseudogene
83983_at,3.7487,testis-specific serine kinase 6
83992_at,3.4215,cortactin binding protein 2
83998_at,3.8119,"regenerating islet-derived family, member 4"
8403_at,3.6943,(sex determining region Y)-box 14
84070_at,3.8451,"family with sequence similarity 186, member B"
84071_at,3.6685,armadillo repeat containing 2
84075_at,3.5459,fibrous sheath CABYR binding protein
84076_at,3.6492,transketolase-like 2
84103_at,3.7769,chromosome 4 open reading frame 17
84106_at,3.6688,PML-RARA regulated adaptor molecule 1
84107_at,3.6676,Zic family member 4
84109_at,3.5204,pyroglutamylated RFamide peptide receptor
84167_at,3.7546,chromosome 19 open reading frame 44
84174_at,3.9276,Src-like-adaptor 2
84176_at,3.5698,"myosin, heavy chain 16 pseudogene"
8418_at,3.9648,"monophospho-N-acetylneuraminic acid hydroxylase, pseudogene"
84189_at,3.9284,"SLIT and NTRK-like family, member 6"
8419_at,3.4528,"filament structural protein 2, phakinin"
84206_at,3.8584,mex-3 homolog B (C. elegans)
84239_at,3.7082,ATPase type 13A4
8424_at,3.7445,"(gamma), 2-oxoglutarate dioxygenase (gamma-butyrobetaine hydroxylase) 1"
84251_at,3.4249,SH3-domain GRB2-like (endophilin) interacting protein 1
84322_at,3.8416,chromosome 18 open reading frame 12
84332_at,3.6365,DPY30 domain containing 2
84366_at,3.6996,prostate cancer susceptibility candidate
84417_at,3.8265,chromosome 2 open reading frame 40
84419_at,3.8406,chromosome 15 open reading frame 48
84435_at,3.8181,G protein-coupled receptor 123
84460_at,3.639,"zinc finger, matrin-type 1"
84465_at,3.9133,multiple EGF-like-domains 11
84466_at,3.6403,multiple EGF-like-domains 10
84530_at,3.853,serine/arginine repetitive matrix 4
84539_at,3.846,melanin-concentrating hormone receptor 2
8456_at,3.9525,box N1
84570_at,3.7304,"collagen, type XXV, alpha 1"
846_at,3.9524,calcium-sensing receptor
84616_at,3.3589,keratin associated protein 4-4
84618_at,3.8775,"5'-nucleotidase, cytosolic IA"
84620_at,3.6135,"ST6 beta-galactosamide alpha-2,6-sialyltranferase 2"
84624_at,3.8344,fibronectin type III domain containing 1
84628_at,3.6153,netrin G2
84631_at,3.6295,"SLIT and NTRK-like family, member 2"
84636_at,3.7688,G protein-coupled receptor 174
84643_at,3.8467,kinesin family member 2B
84647_at,3.9198,"phospholipase A2, group XIIB"
84654_at,3.5759,spermatogenic leucine zipper 1
84658_at,3.7258,"egf-like module containing, mucin-like, hormone receptor-like 3"
84663_at,3.7225,NA
84666_at,3.7698,resistin like beta
84667_at,3.9254,hairy and enhancer of split 7 (Drosophila)
84676_at,3.9062,tripartite motif containing 63
84677_at,3.7777,Down syndrome critical region gene 8
84684_at,3.8115,insulinoma-associated 2
84689_at,3.6725,"membrane-spanning 4-domains, subfamily A, member 14"
84690_at,3.4189,spermatogenesis associated 22
84691_at,3.7734,"family with sequence similarity 71, member F1"
84692_at,3.6318,coiled-coil domain containing 54
84698_at,3.8407,calcyphosine 2
84699_at,3.4788,cAMP responsive element binding protein 3-like 3
84700_at,3.7873,myosin XVIIIB
8471_at,3.8237,receptor substrate 4
84766_at,3.9621,EF-hand calcium binding domain 4B
84767_at,3.9556,SPRY domain containing 5
8477_at,3.8607,protein-coupled receptor 65
84789_at,3.9509,uncharacterized protein MGC2889
84796_at,3.3979,uncharacterized MGC13053
84815_at,3.8156,uncharacterized protein MGC12916
84824_at,3.5676,Fc receptor-like A
84843_at,3.8864,uncharacterized protein MGC15705
84858_at,3.5128,zinc finger protein 503
84867_at,3.7947,"protein tyrosine phosphatase, non-receptor type 5 (striatum-enriched)"
84868_at,3.7947,hepatitis A virus cellular receptor 2
84870_at,3.7361,R-spondin 3
84873_at,3.5165,G protein-coupled receptor 128
84878_at,3.7033,zinc finger and BTB domain containing 45
84889_at,3.765,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 3"
84891_at,3.8529,zinc finger and SCAN domain containing 10
84894_at,3.7775,leucine rich repeat and Ig domain containing 1
84913_at,3.8508,atonal homolog 8 (Drosophila)
84929_at,3.977,fibrinogen C domain containing 1
84944_at,3.6193,maelstrom homolog (Drosophila)
84966_at,3.7748,"immunoglobin superfamily, member 21"
84983_at,3.811,uncharacterized LOC84983
8499_at,3.7109,"tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 2"
85004_at,3.5706,"RAS-like, estrogen-regulated, growth inhibitor"
85009_at,3.4888,uncharacterized LOC85009
8516_at,3.8596,alpha 8
8521_at,3.9773,cells missing homolog 1 (Drosophila)
85290_at,3.7079,keratin associated protein 4-3
85291_at,3.8447,keratin associated protein 4-2
85293_at,3.4092,keratin associated protein 3-3
85294_at,3.6381,keratin associated protein 2-4
85300_at,3.9509,"ataxia, cerebellar, Cayman type"
85301_at,3.9516,"collagen, type XXVII, alpha 1"
85320_at,3.7207,"ATP-binding cassette, sub-family C (CFTR/MRP), member 11"
85329_at,3.8484,"lectin, galactoside-binding, soluble, 12"
85438_at,3.3849,"calcium-binding protein, spermatid-specific 1"
85443_at,3.9364,doublecortin-like kinase 3
85445_at,3.9329,contactin associated protein-like 4
8547_at,3.9768,(collagen/fibrinogen domain containing) 3 (Hakata antigen)
85478_at,3.5501,coiled-coil domain containing 65
85480_at,3.6848,thymic stromal lymphopoietin
85509_at,3.6559,methyl-CpG binding domain protein 3-like 1
85569_at,3.4505,galanin-like peptide
8590_at,3.8834,"receptor, family 6, subfamily A, member 2"
8600_at,3.7193,"necrosis factor (ligand) superfamily, member 11"
8618_at,3.8675,secretion activator
862_at,3.7824,"runt-related transcription factor 1; translocated to, 1 (cyclin D-related)"
8633_at,3.8062,homolog C (C. elegans)
8646_at,3.9032,
8647_at,3.4239,"cassette, sub-family B (MDR/TAP), member 11"
8653_at,3.6151,"(Asp-Glu-Ala-Asp) box polypeptide 3, Y-linked"
866_at,3.9624,"serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 6"
869_at,3.8701,cerebellin 1 precursor
8707_at,3.4586,"beta 1,3-galactosyltransferase, polypeptide 2"
8708_at,3.8807,"beta 1,3-galactosyltransferase, polypeptide 1"
8712_at,3.6341,"antigen family, member 1 (prostate associated)"
8715_at,3.7151,protein 4
8735_at,3.7545,"heavy chain 13, skeletal muscle"
8749_at,3.5471,metallopeptidase domain 18
8755_at,3.8881,metallopeptidase domain 6 (pseudogene)
8756_at,3.4477,metallopeptidase domain 7
8778_at,3.7765,acid binding Ig-like lectin 5
8809_at,3.8251,18 receptor 1
8811_at,3.595,receptor 2
8819_at,3.8893,"protein, 30kDa"
8823_at,3.683,growth factor 16
8840_at,3.6722,inducible signaling pathway protein 1
887_at,3.7511,cholecystokinin B receptor
8876_at,3.894,1
8913_at,3.909,"channel, voltage-dependent, T type, alpha 1G subunit"
8927_at,3.8367,(presynaptic cytomatrix protein)
8928_at,3.8862,box H1
8932_at,3.9026,binding domain protein 2
8941_at,3.855,"kinase 5, regulatory subunit 2 (p39)"
8968_at,3.4419,"cluster 1, H3f"
8972_at,3.6403,(alpha-glucosidase)
8973_at,3.9388,"receptor, nicotinic, alpha 6"
89766_at,3.5969,uromodulin-like 1
89778_at,3.7028,"serpin peptidase inhibitor, clade B (ovalbumin), member 11 (gene/pseudogene)"
89790_at,3.5935,sialic acid binding Ig-like lectin 10
89857_at,3.8127,kelch-like 6 (Drosophila)
89869_at,3.5852,"phospholipase C, zeta 1"
89872_at,3.5303,aquaporin 10
89874_at,3.7725,"solute carrier family 25 (mitochondrial oxodicarboxylate carrier), member 21"
89876_at,3.6788,chromosome 3 open reading frame 15
89882_at,3.6709,tumor protein D52-like 3
89884_at,3.9593,LIM homeobox 4
8997_at,3.6829,RhoGEF kinase
90050_at,3.9411,"family with sequence similarity 181, member A"
90070_at,3.759,lacritin
90113_at,3.9554,von Willebrand factor A domain containing 5B2
90199_at,3.8377,WAP four-disulfide core domain 8
90226_at,3.903,urocortin 2
9023_at,3.7963,25-hydroxylase
9024_at,3.8327,serine/threonine kinase 2
9027_at,3.8962,"8 (GCN5-related, putative)"
90342_at,3.6837,fer-1-like 5 (C. elegans)
90485_at,3.5808,zinc finger protein 835
90523_at,3.8024,muscular LMNA-interacting protein
90586_at,3.923,AOC3 pseudogene
90632_at,3.7076,long intergenic non-protein coding RNA 473
90665_at,3.5603,"transducin (beta)-like 1, Y-linked"
90668_at,3.9463,leucine rich repeat containing 16B
9068_at,3.6185,1
9071_at,3.9742,10
9077_at,3.7385,"family, GTP-binding RAS-like 3"
9079_at,3.7186,domain binding 2
90827_at,3.6821,zinc finger protein 479
9086_at,3.6383,"translation initiation factor 1A, Y-linked"
90865_at,3.7831,interleukin 33
9096_at,3.5915,18
91010_at,3.933,formin-like 3
9104_at,3.6415,(senescence marker protein-30)
91074_at,3.5596,ankyrin repeat domain 30A
9108_at,3.4778,related protein 7
91156_at,3.7414,immunoglobulin-like and fibronectin type III domain containing 1
91181_at,3.1291,nucleoporin 210kDa-like
912_at,3.6852,CD1d molecule
913_at,3.7813,CD1e molecule
91353_at,3.3893,"immunoglobulin lambda-like polypeptide 3, pseudogene"
9142_at,3.9423,X open reading frame 1
91464_at,3.7812,intestine-specific homeobox
915_at,3.7989,"CD3d molecule, delta (CD3-TCR complex)"
91526_at,3.841,ankyrin repeat domain 44
9153_at,3.8622,"carrier family 28 (sodium-coupled nucleoside transporter), member 2"
9154_at,3.7461,"carrier family 28 (sodium-coupled nucleoside transporter), member 1"
91543_at,3.7954,radical S-adenosyl methionine domain containing 2
91584_at,3.9007,plexin A4
9177_at,3.69,(serotonin) receptor 3B
9182_at,3.8955,association (RalGDS/AF-6) domain family (N-terminal) member 9
91937_at,3.81,T-cell immunoglobulin and mucin domain containing 4
9194_at,3.7237,"carrier family 16, member 7 (monocarboxylic acid transporter 2)"
9201_at,3.6667,kinase 1
92092_at,3.5618,"zinc finger CCCH-type, antiviral 1-like"
9211_at,3.3902,glioma inactivated 1
92129_at,3.4791,ripply1 homolog (zebrafish)
922_at,3.9466,CD5 molecule-like
92235_at,3.8265,dual specificity phosphatase 27 (putative)
9227_at,3.6018,retinol acyltransferase (phosphatidylcholine--retinol O-acyltransferase)
9228_at,3.8247,large (Drosophila) homolog-associated protein 2
9229_at,3.584,large (Drosophila) homolog-associated protein 1
92292_at,3.6454,glycine-N-acyltransferase-like 1
92293_at,3.9122,transmembrane protein 132C
92304_at,3.9728,"secretoglobin, family 3A, member 1"
9242_at,3.8412,
9247_at,3.5317,cells missing homolog 2 (Drosophila)
9248_at,3.4727,protein-coupled receptor 50
92483_at,3.5844,lactate dehydrogenase A-like 6B
92552_at,3.5524,ataxin 3-like
926_at,3.4054,CD8b molecule
92737_at,3.722,delta/notch-like EGF repeat containing
9283_at,3.5613,protein-coupled receptor 37 like 1
9290_at,3.7862,protein-coupled receptor 55
92949_at,3.772,ADAMTS-like 1
93034_at,3.6545,"5'-nucleotidase, cytosolic IB"
93035_at,3.4775,polycystic kidney and hepatic disease 1 (autosomal recessive)-like 1
931_at,3.9434,"membrane-spanning 4-domains, subfamily A, member 1"
9312_at,3.9414,"voltage-gated channel, Shab-related subfamily, member 2"
9313_at,3.5063,metallopeptidase 20
93145_at,3.8403,olfactomedin 2
9315_at,3.0858,5 open reading frame 13
93190_at,3.6215,chromosome 1 open reading frame 158
932_at,3.6147,"membrane-spanning 4-domains, subfamily A, member 3 (hematopoietic cell-specific)"
93233_at,3.8889,coiled-coil domain containing 114
9340_at,3.9079,peptide 2 receptor
93426_at,3.4945,synaptonemal complex central element protein 1
93432_at,3.6587,maltase-glucoamylase (alpha-glucosidase) pseudogene
9348_at,3.6477,(heparan glucosaminyl) 3
9350_at,3.8828,"1, cysteine knot superfamily, homolog (Xenopus laevis)"
9351_at,3.5797,"carrier family 9 (sodium/hydrogen exchanger), member 3 regulator 2"
93556_at,3.657,"EGF-like and EMI domain containing 1, pseudogene"
9356_at,3.7982,"carrier family 22 (organic anion transporter), member 6"
93589_at,3.9497,"calcium channel, voltage-dependent, alpha 2/delta subunit 4"
93649_at,3.6616,myocardin
93654_at,3.5433,ST7 antisense RNA 2 (non-protein coding)
9366_at,3.4099,member RAS oncogene family pseudogene 1
93661_at,3.5031,"capping protein (actin filament) muscle Z-line, alpha 3"
93664_at,3.9485,Ca++-dependent secretion activator 2
9369_at,3.7946,3
9370_at,3.6155,C1Q and collagen domain containing
9376_at,3.9194,"carrier family 22 (organic anion transporter), member 8"
9378_at,3.5832,1
9379_at,3.9761,2
9381_at,3.5794,
939_at,3.9378,CD27 molecule
9390_at,3.6806,"carrier family 22 (organic anion transporter), member 13"
93979_at,3.9538,carboxypeptidase A5
9398_at,3.8745,molecule
93986_at,3.8311,forkhead box P2
94_at,3.8792,activin A receptor type II-like 1
9402_at,3.8306,adaptor protein 2
94030_at,3.6909,leucine rich repeat containing 4B
94086_at,3.7597,"heat shock protein, alpha-crystallin-related, B9"
94160_at,3.8294,"ATP-binding cassette, sub-family C (CFTR/MRP), member 12"
942_at,3.7874,CD86 molecule
9420_at,3.8537,"P450, family 7, subfamily B, polypeptide 1"
9437_at,3.8569,cytotoxicity triggering receptor 1
944_at,3.4213,"tumor necrosis factor (ligand) superfamily, member 8"
9457_at,3.7256,and a half LIM domains 5
9459_at,3.8,guanine nucleotide exchange factor (GEF) 6
9464_at,3.8295,and neural crest derivatives expressed 2
9468_at,3.7072,"cytidylyltransferase 1, choline, beta"
9472_at,3.8412,kinase (PRKA) anchor protein 6
9478_at,3.885,binding protein 1
9496_at,3.9527,4
9499_at,3.8815,
9508_at,3.9037,"metallopeptidase with thrombospondin type 1 motif, 3"
951_at,3.6855,CD37 molecule
9515_at,3.7141,binding protein 5-like
953_at,3.6889,ectonucleoside triphosphate diphosphohydrolase 1
9534_at,3.6014,finger protein 254
9542_at,3.7781,2
9547_at,3.8612,(C-X-C motif) ligand 14
9568_at,3.9304,"acid (GABA) B receptor, 2"
9573_at,3.4854,differentiation factor 3
9576_at,3.8152,associated antigen 6
9595_at,3.6527,1 interacting protein
9597_at,3.8911,antisense RNA 1 (non-protein coding)
9622_at,3.7138,peptidase 4
9626_at,3.7518,cyclase activator 1C
9628_at,3.8824,of G-protein signaling 6
9629_at,3.4467,"channel accessory 3, pseudogene"
9635_at,3.9187,channel accessory 2
